ID_Paciente,UUID,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo,CURP,RFC,Estado,Región_Socioeconómica,Municipio,Afiliación_Salud,Tipo_Sangre,Estatura_m,Peso_kg,IMC,Presion_Sistolica,Presion_Diastolica,Frecuencia_Cardiaca,Temperatura_C,CIE10_Diagnostico,Diagnostico_Principal,Especialidad_Destino,Fecha_Ultima_Consulta,Costo_Consulta_MXN,Genero,Latitud,Longitud,glucosa,colesterol,Fumador,Historial_Familiar,Actividad_Fisica,Riesgo_Cardio,altura_cm,Consume_Alcohol,Diabetes,Hipertension,antecedente_familiar,trigliceridos,oxigenacion,riesgo
321,,Mauricio Pascual García,,,,82,Masculino,,,,,,,,1.56,50.8,19.5,149,,108.0,,,,,,,,19.0601,-98.3072,233.0,325.0,0,,Baja,,,1.0,0,1,1,,,
322,,Sra. Sofía Soliz,,,,86,Masculino,,,,,,,,1.63,92.9,30.8,102,,79.0,,,,,,,,19.1235,-98.2982,129.0,305.0,1,,Baja,,,1.0,1,0,1,,,
323,,Lic. Aldo Ballesteros,,,,78,Femenino,,,,,,,,1.77,75.9,31.2,103,,119.0,,,,,,,,20.1772,-98.0536,116.0,162.0,0,,Media,,,1.0,0,0,0,,,
324,,Laura Lourdes Cardenas Salas,,,,61,Masculino,,,,,,,,1.71,89.7,27.0,162,,87.0,,,,,,,,19.0601,-98.3072,124.0,259.0,0,,Alta,,,0.0,0,0,1,,,
325,,Anel Angélica Medina Zúñiga,,,,58,Masculino,,,,,,,,1.63,55.4,38.5,128,,57.0,,,,,,,,19.2839,-98.4372,124.0,176.0,0,,Media,,,1.0,1,1,0,,,
326,,Antonio Cristian Laureano Vigil,,,,51,Masculino,,,,,,,,1.86,97.7,20.2,122,,106.0,,,,,,,,19.0886,-98.2587,146.0,327.0,1,,Alta,,,1.0,0,0,0,,,
327,,Yeni Meléndez,,,,32,Femenino,,,,,,,,1.75,94.0,27.2,94,,62.0,,,,,,,,19.0886,-98.2587,217.0,307.0,0,,Alta,,,0.0,0,0,1,,,
328,,Perla Mónica Lozano,,,,21,Femenino,,,,,,,,1.74,101.5,19.0,96,,74.0,,,,,,,,19.9329,-97.962,204.0,198.0,0,,Baja,,,1.0,1,1,0,,,
329,,Mayte Raquel Posada Camacho,,,,31,Masculino,,,,,,,,1.84,82.6,21.6,145,,98.0,,,,,,,,20.2741,-97.9546,170.0,194.0,1,,Media,,,0.0,1,0,1,,,
330,,Rodolfo Flavio Posada,,,,36,Masculino,,,,,,,,1.49,114.3,29.7,151,,80.0,,,,,,,,18.6015,-98.4635,120.0,263.0,1,,Media,,,1.0,1,0,0,,,
331,,Elisa Lilia Mojica Rendón,,,,72,Femenino,,,,,,,,1.86,48.4,25.7,136,,58.0,,,,,,,,19.9329,-97.962,118.0,209.0,0,,Baja,,,1.0,0,0,1,,,
332,,Liliana Ariadna Marroquín,,,,45,Femenino,,,,,,,,1.46,78.8,20.7,109,,61.0,,,,,,,,19.0601,-98.3072,91.0,313.0,1,,Media,,,1.0,0,1,1,,,
333,,Graciela Sonia Herrera,,,,46,Masculino,,,,,,,,1.84,66.3,36.0,116,,116.0,,,,,,,,19.0414,-98.2063,203.0,259.0,1,,Media,,,1.0,0,1,1,,,
334,,Cecilia Rojo Barrera,,,,54,Masculino,,,,,,,,1.7,118.5,19.6,149,,89.0,,,,,,,,18.9096,-98.43,72.0,287.0,0,,Baja,,,1.0,1,0,0,,,
335,,Benito Bernabé Preciado,,,,32,Femenino,,,,,,,,1.82,81.7,30.8,152,,78.0,,,,,,,,20.1772,-98.0536,222.0,341.0,1,,Alta,,,0.0,1,1,0,,,
336,,José Manuél Cristobal Valadez,,,,22,Femenino,,,,,,,,1.9,56.4,33.0,177,,85.0,,,,,,,,18.9096,-98.43,160.0,210.0,0,,Alta,,,1.0,0,0,0,,,
337,,Sergio Valenzuela Valenzuela,,,,37,Masculino,,,,,,,,1.55,85.7,41.1,183,,84.0,,,,,,,,19.9329,-97.962,203.0,217.0,0,,Media,,,1.0,1,0,0,,,
338,,Susana Casillas Partida,,,,37,Masculino,,,,,,,,1.89,68.8,34.9,107,,72.0,,,,,,,,19.2839,-98.4372,246.0,199.0,0,,Alta,,,1.0,1,0,1,,,
339,,Sonia Piña Ávalos,,,,23,Femenino,,,,,,,,1.76,118.9,28.6,142,,90.0,,,,,,,,19.1235,-98.2982,147.0,225.0,1,,Alta,,,1.0,1,1,1,,,
340,,Ing. José Cano,,,,49,Masculino,,,,,,,,1.55,55.3,26.6,119,,116.0,,,,,,,,19.9329,-97.962,76.0,295.0,1,,Media,,,0.0,0,1,0,,,
341,,Lic. Dolores Correa,,,,24,Femenino,,,,,,,,1.68,69.4,40.8,187,,83.0,,,,,,,,19.0886,-98.2587,139.0,123.0,1,,Media,,,1.0,1,1,0,,,
342,,Elena Barbara Montez Valadez,,,,51,Femenino,,,,,,,,1.57,110.8,32.6,141,,103.0,,,,,,,,19.0414,-98.2063,80.0,318.0,0,,Media,,,0.0,1,1,0,,,
343,,Berta Leiva Vela,,,,88,Femenino,,,,,,,,1.6,57.5,27.3,184,,61.0,,,,,,,,19.9329,-97.962,212.0,130.0,1,,Media,,,0.0,0,0,0,,,
344,,Marco Antonio Valentín,,,,26,Masculino,,,,,,,,1.68,46.9,28.8,149,,119.0,,,,,,,,19.9329,-97.962,235.0,332.0,1,,Media,,,1.0,1,0,0,,,
345,,Lic. Tania Valdés,,,,45,Femenino,,,,,,,,1.64,84.3,34.6,101,,75.0,,,,,,,,18.4623,-97.3927,152.0,184.0,1,,Baja,,,1.0,1,0,0,,,
346,,Uriel Jaramillo Anaya,,,,85,Masculino,,,,,,,,1.82,68.1,19.1,138,,76.0,,,,,,,,20.2741,-97.9546,167.0,260.0,0,,Alta,,,1.0,1,1,1,,,
347,,Héctor Jacinto Mojica Montoya,,,,77,Femenino,,,,,,,,1.75,105.6,39.6,170,,80.0,,,,,,,,19.0396,-98.0412,100.0,166.0,1,,Media,,,0.0,1,0,0,,,
348,,Espartaco Collazo Valles,,,,83,Masculino,,,,,,,,1.86,92.1,29.4,117,,107.0,,,,,,,,19.8185,-97.3592,238.0,270.0,0,,Baja,,,1.0,1,1,0,,,
349,,Andrea Carmen Angulo,,,,46,Masculino,,,,,,,,1.54,76.3,33.7,113,,59.0,,,,,,,,18.4623,-97.3927,84.0,157.0,1,,Alta,,,1.0,0,0,1,,,
350,,Raúl Flavio Ocampo,,,,56,Masculino,,,,,,,,1.73,77.0,26.6,148,,59.0,,,,,,,,19.1235,-98.2982,218.0,311.0,1,,Media,,,0.0,0,0,1,,,
351,,María Indira Cotto,,,,57,Femenino,,,,,,,,1.75,99.3,38.6,107,,97.0,,,,,,,,19.9329,-97.962,247.0,151.0,0,,Alta,,,1.0,1,1,1,,,
352,,Gloria Meléndez Vanegas,,,,56,Femenino,,,,,,,,1.55,66.8,24.2,167,,100.0,,,,,,,,19.0886,-98.2587,151.0,337.0,1,,Alta,,,0.0,0,0,1,,,
353,,Sra. Ana Cortés,,,,35,Masculino,,,,,,,,1.8,93.0,35.7,149,,81.0,,,,,,,,19.0414,-98.2063,100.0,280.0,0,,Media,,,0.0,1,0,1,,,
354,,Wilfrido Alvaro Bonilla Jurado,,,,52,Masculino,,,,,,,,1.87,59.6,31.2,129,,55.0,,,,,,,,19.2839,-98.4372,199.0,196.0,1,,Baja,,,0.0,0,0,1,,,
355,,Soledad Lorena Ruelas Zepeda,,,,81,Femenino,,,,,,,,1.61,99.4,29.6,94,,113.0,,,,,,,,19.8185,-97.3592,104.0,285.0,0,,Baja,,,0.0,0,1,0,,,
356,,Liliana Estela Galván Sepúlveda,,,,88,Masculino,,,,,,,,1.53,85.1,26.0,116,,100.0,,,,,,,,18.6015,-98.4635,245.0,267.0,1,,Media,,,1.0,0,1,0,,,
357,,Jorge Luis Marcos Carranza,,,,69,Masculino,,,,,,,,1.93,78.9,34.9,166,,95.0,,,,,,,,20.1772,-98.0536,148.0,149.0,1,,Media,,,0.0,0,1,1,,,
358,,Lic. Ramón Manzanares,,,,47,Femenino,,,,,,,,1.69,70.5,36.8,112,,80.0,,,,,,,,18.9096,-98.43,165.0,148.0,1,,Baja,,,0.0,1,0,1,,,
359,,Francisco Ortega Zamudio,,,,87,Femenino,,,,,,,,1.47,68.3,36.5,189,,67.0,,,,,,,,19.0414,-98.2063,106.0,203.0,1,,Media,,,1.0,1,0,1,,,
360,,Abelardo Flores Madera,,,,31,Femenino,,,,,,,,1.61,65.7,20.5,149,,94.0,,,,,,,,19.0601,-98.3072,81.0,347.0,1,,Alta,,,0.0,1,0,1,,,
361,,Darío Herrera,,,,76,Masculino,,,,,,,,1.74,105.3,24.6,124,,56.0,,,,,,,,19.0886,-98.2587,110.0,158.0,1,,Media,,,1.0,0,0,1,,,
362,,Ing. Clemente Aguilar,,,,41,Masculino,,,,,,,,1.65,51.5,31.0,129,,61.0,,,,,,,,19.0414,-98.2063,156.0,276.0,1,,Alta,,,1.0,0,1,0,,,
363,,Lucía Concepción Ceballos Olivares,,,,77,Femenino,,,,,,,,1.81,96.3,35.1,129,,65.0,,,,,,,,19.0601,-98.3072,120.0,205.0,0,,Alta,,,1.0,1,0,0,,,
364,,Virginia Godínez,,,,79,Femenino,,,,,,,,1.69,47.3,38.7,119,,88.0,,,,,,,,19.9329,-97.962,106.0,177.0,0,,Media,,,0.0,1,0,0,,,
365,,Noemí Moreno,,,,64,Femenino,,,,,,,,1.68,67.7,24.8,149,,99.0,,,,,,,,19.1235,-98.2982,113.0,336.0,1,,Media,,,1.0,0,1,1,,,
366,,Leonardo Alfredo Pulido,,,,72,Masculino,,,,,,,,1.73,118.5,21.8,169,,116.0,,,,,,,,19.1235,-98.2982,210.0,182.0,0,,Baja,,,1.0,0,1,0,,,
367,,Maximiliano Bernal Marroquín,,,,63,Masculino,,,,,,,,1.48,116.7,19.9,112,,117.0,,,,,,,,19.0601,-98.3072,241.0,289.0,1,,Media,,,0.0,0,1,1,,,
368,,Ing. Olga Palacios,,,,33,Femenino,,,,,,,,1.64,84.8,33.8,131,,66.0,,,,,,,,19.9329,-97.962,235.0,246.0,1,,Baja,,,1.0,1,1,1,,,
369,,Florencia Berta Palacios,,,,77,Masculino,,,,,,,,1.48,108.9,25.2,116,,93.0,,,,,,,,19.2839,-98.4372,151.0,294.0,0,,Baja,,,0.0,1,1,0,,,
370,,Jerónimo de la Torre Rincón,,,,90,Masculino,,,,,,,,1.64,68.9,37.7,90,,100.0,,,,,,,,18.6015,-98.4635,213.0,300.0,1,,Media,,,0.0,1,1,0,,,
371,,Araceli Quesada Caraballo,,,,68,Femenino,,,,,,,,1.46,54.4,22.2,159,,72.0,,,,,,,,18.6015,-98.4635,239.0,174.0,1,,Alta,,,0.0,0,0,0,,,
372,,Mariano Villalpando,,,,22,Masculino,,,,,,,,1.7,58.5,33.8,182,,72.0,,,,,,,,19.8185,-97.3592,194.0,346.0,1,,Baja,,,1.0,0,0,0,,,
373,,Mitzy Angélica Ortiz,,,,90,Femenino,,,,,,,,1.73,118.4,22.5,139,,55.0,,,,,,,,19.0414,-98.2063,127.0,210.0,0,,Baja,,,1.0,0,0,0,,,
374,,Ing. Francisco Merino,,,,67,Masculino,,,,,,,,1.85,92.5,19.9,164,,90.0,,,,,,,,18.6015,-98.4635,246.0,243.0,0,,Media,,,1.0,1,1,1,,,
375,,Augusto Pedro Carrera Tamez,,,,59,Masculino,,,,,,,,1.91,47.6,29.3,133,,120.0,,,,,,,,19.2839,-98.4372,72.0,256.0,0,,Media,,,0.0,0,0,0,,,
376,,Dalia Montes,,,,58,Femenino,,,,,,,,1.84,50.8,31.9,97,,61.0,,,,,,,,19.0396,-98.0412,191.0,281.0,0,,Alta,,,1.0,0,0,1,,,
377,,Sessa Cordero Gracia,,,,52,Masculino,,,,,,,,1.57,103.7,38.6,168,,56.0,,,,,,,,19.0601,-98.3072,140.0,191.0,1,,Media,,,1.0,1,0,1,,,
378,,Diego Gonzalo Fajardo,,,,43,Masculino,,,,,,,,1.56,92.8,32.3,133,,74.0,,,,,,,,19.0886,-98.2587,107.0,141.0,0,,Baja,,,0.0,0,1,0,,,
379,,Tomás Elias Benítez Díaz,,,,64,Masculino,,,,,,,,1.65,96.3,19.3,172,,114.0,,,,,,,,20.2741,-97.9546,99.0,187.0,0,,Baja,,,0.0,0,0,1,,,
380,,María del Carmen Norma Venegas Rangel,,,,53,Masculino,,,,,,,,1.78,90.8,18.3,157,,112.0,,,,,,,,20.2741,-97.9546,181.0,342.0,0,,Baja,,,0.0,1,1,0,,,
381,,Lic. Guillermina Mata,,,,54,Femenino,,,,,,,,1.79,86.1,24.1,124,,105.0,,,,,,,,20.1772,-98.0536,95.0,188.0,0,,Baja,,,1.0,1,0,1,,,
382,,Mario Armando Rodarte Quintanilla,,,,28,Masculino,,,,,,,,1.48,91.5,20.5,142,,112.0,,,,,,,,19.0414,-98.2063,204.0,145.0,0,,Alta,,,1.0,0,0,1,,,
383,,Ing. Silvano Badillo,,,,47,Masculino,,,,,,,,1.49,94.5,38.6,180,,71.0,,,,,,,,19.9329,-97.962,92.0,150.0,0,,Media,,,1.0,1,1,0,,,
384,,Mayte Benavides Marín,,,,78,Femenino,,,,,,,,1.48,69.9,39.7,188,,96.0,,,,,,,,20.2741,-97.9546,247.0,229.0,0,,Alta,,,1.0,1,0,0,,,
385,,Margarita Alta  Gracia Báez Negrete,,,,53,Masculino,,,,,,,,1.5,91.0,41.5,146,,80.0,,,,,,,,18.9096,-98.43,195.0,137.0,0,,Alta,,,1.0,0,1,0,,,
386,,Sr. Bernabé Villegas,,,,76,Femenino,,,,,,,,1.58,94.8,19.7,103,,87.0,,,,,,,,19.0414,-98.2063,88.0,128.0,0,,Baja,,,1.0,0,1,1,,,
387,,Judith Ríos,,,,62,Femenino,,,,,,,,1.79,73.8,35.0,163,,117.0,,,,,,,,19.0414,-98.2063,201.0,120.0,0,,Baja,,,0.0,0,1,1,,,
388,,Lic. Amalia Rascón,,,,81,Masculino,,,,,,,,1.83,108.1,26.0,162,,93.0,,,,,,,,18.4623,-97.3927,161.0,257.0,0,,Baja,,,1.0,1,0,0,,,
389,,Srita. Guillermina Zedillo,,,,57,Masculino,,,,,,,,1.54,77.8,41.2,112,,79.0,,,,,,,,18.6015,-98.4635,80.0,261.0,0,,Media,,,0.0,1,0,1,,,
390,,Martha Catalina Bañuelos Raya,,,,24,Masculino,,,,,,,,1.84,49.2,23.7,93,,104.0,,,,,,,,20.1772,-98.0536,221.0,304.0,1,,Alta,,,0.0,0,0,1,,,
391,,Jorge Benito Santana,,,,25,Femenino,,,,,,,,1.69,94.0,34.0,105,,113.0,,,,,,,,19.9329,-97.962,237.0,174.0,1,,Baja,,,1.0,1,1,1,,,
392,,Alfredo Gerónimo Quezada Quiñones,,,,25,Masculino,,,,,,,,1.75,53.6,18.3,179,,61.0,,,,,,,,18.4623,-97.3927,103.0,286.0,0,,Baja,,,1.0,0,1,1,,,
393,,Miriam Covarrubias,,,,48,Masculino,,,,,,,,1.48,58.0,37.5,115,,106.0,,,,,,,,19.8185,-97.3592,156.0,229.0,0,,Alta,,,1.0,1,0,1,,,
394,,Jaqueline Leyva Ontiveros,,,,55,Masculino,,,,,,,,1.89,56.8,34.7,186,,76.0,,,,,,,,19.1235,-98.2982,113.0,226.0,0,,Alta,,,1.0,1,1,0,,,
395,,Ilse Teresa Zamora,,,,30,Masculino,,,,,,,,1.57,78.8,35.0,90,,91.0,,,,,,,,19.0396,-98.0412,92.0,165.0,0,,Alta,,,0.0,1,1,0,,,
396,,Joaquín Barraza Mendoza,,,,42,Masculino,,,,,,,,1.72,53.8,32.7,166,,66.0,,,,,,,,18.9096,-98.43,197.0,166.0,0,,Baja,,,0.0,0,1,1,,,
397,,Rodrigo Juan Carlos Limón,,,,32,Femenino,,,,,,,,1.79,58.2,23.3,187,,81.0,,,,,,,,19.9329,-97.962,199.0,258.0,0,,Alta,,,1.0,1,1,0,,,
398,,Dr. Joaquín Bonilla,,,,25,Masculino,,,,,,,,1.84,58.2,23.0,172,,87.0,,,,,,,,19.0396,-98.0412,142.0,213.0,0,,Baja,,,0.0,1,1,1,,,
399,,Srita. Irene Marín,,,,82,Masculino,,,,,,,,1.82,52.4,35.3,99,,96.0,,,,,,,,18.9096,-98.43,130.0,349.0,0,,Alta,,,1.0,0,1,0,,,
400,,Caridad Perla Bravo,,,,45,Femenino,,,,,,,,1.81,55.2,32.0,118,,61.0,,,,,,,,20.1772,-98.0536,190.0,138.0,0,,Alta,,,1.0,1,0,0,,,
401,,Lic. Jesús Cavazos,,,,65,Femenino,,,,,,,,1.56,102.0,18.8,115,,62.0,,,,,,,,19.2839,-98.4372,102.0,205.0,0,,Media,,,1.0,1,0,0,,,
402,,Arcelia Piña,,,,57,Masculino,,,,,,,,1.82,65.9,31.9,171,,84.0,,,,,,,,19.9329,-97.962,113.0,276.0,1,,Baja,,,0.0,0,1,0,,,
403,,Isabela Almanza,,,,51,Masculino,,,,,,,,1.69,84.8,23.3,131,,74.0,,,,,,,,20.2741,-97.9546,218.0,231.0,1,,Media,,,0.0,1,1,1,,,
404,,Gloria Dueñas Gallegos,,,,32,Femenino,,,,,,,,1.46,119.9,31.4,153,,56.0,,,,,,,,18.6015,-98.4635,91.0,181.0,0,,Media,,,1.0,1,0,1,,,
405,,Mariana Espinosa Gastélum,,,,59,Masculino,,,,,,,,1.77,79.8,35.9,180,,58.0,,,,,,,,18.6015,-98.4635,216.0,237.0,0,,Alta,,,0.0,1,0,0,,,
406,,Elias Augusto Lucero Campos,,,,29,Femenino,,,,,,,,1.79,115.9,18.8,178,,109.0,,,,,,,,19.0396,-98.0412,205.0,205.0,0,,Baja,,,1.0,1,0,1,,,
407,,Natalia Soto,,,,26,Masculino,,,,,,,,1.77,85.5,32.9,139,,101.0,,,,,,,,18.9096,-98.43,189.0,213.0,0,,Alta,,,1.0,1,1,0,,,
408,,Jonás Ceja Zambrano,,,,46,Masculino,,,,,,,,1.86,82.6,30.1,131,,109.0,,,,,,,,19.9329,-97.962,138.0,210.0,0,,Media,,,1.0,1,0,0,,,
409,,Cecilia Citlali Durán,,,,80,Femenino,,,,,,,,1.49,116.9,37.2,147,,63.0,,,,,,,,19.0601,-98.3072,164.0,278.0,1,,Media,,,0.0,1,1,1,,,
410,,Srita. Yuridia Quezada,,,,41,Femenino,,,,,,,,1.77,78.3,29.9,104,,81.0,,,,,,,,20.2741,-97.9546,107.0,298.0,1,,Media,,,0.0,0,1,0,,,
411,,Luis Nava Granados,,,,57,Masculino,,,,,,,,1.52,67.8,38.0,98,,97.0,,,,,,,,19.9329,-97.962,129.0,125.0,0,,Baja,,,0.0,0,0,0,,,
412,,Reina Eva Rangel González,,,,59,Masculino,,,,,,,,1.81,114.3,26.9,123,,91.0,,,,,,,,19.8185,-97.3592,193.0,178.0,1,,Media,,,1.0,0,0,1,,,
413,,Elvia Mares,,,,56,Masculino,,,,,,,,1.54,64.5,39.7,112,,74.0,,,,,,,,19.9329,-97.962,247.0,334.0,1,,Media,,,1.0,1,1,1,,,
414,,Dalia Ivonne Vásquez Quintana,,,,24,Femenino,,,,,,,,1.53,114.6,28.8,134,,75.0,,,,,,,,19.9329,-97.962,165.0,157.0,0,,Media,,,1.0,1,0,1,,,
415,,Eva Juana Sandoval Suárez,,,,89,Femenino,,,,,,,,1.73,55.5,29.4,172,,92.0,,,,,,,,19.0414,-98.2063,145.0,300.0,1,,Baja,,,0.0,0,1,0,,,
416,,Citlali Débora Zedillo,,,,59,Masculino,,,,,,,,1.87,51.3,28.7,141,,66.0,,,,,,,,19.0414,-98.2063,126.0,278.0,0,,Media,,,1.0,1,1,1,,,
417,,Gilberto Amador Rosales Nieto,,,,31,Femenino,,,,,,,,1.46,74.0,32.5,114,,120.0,,,,,,,,20.1772,-98.0536,151.0,245.0,1,,Baja,,,0.0,0,1,0,,,
418,,Aurora Sevilla,,,,64,Femenino,,,,,,,,1.52,112.2,20.1,129,,111.0,,,,,,,,19.0886,-98.2587,213.0,234.0,0,,Baja,,,0.0,0,1,0,,,
419,,Horacio Benito Cruz,,,,31,Masculino,,,,,,,,1.68,58.1,41.7,116,,97.0,,,,,,,,20.2741,-97.9546,191.0,197.0,1,,Media,,,0.0,1,1,0,,,
420,,Lic. Porfirio Contreras,,,,37,Masculino,,,,,,,,1.45,47.0,24.9,113,,117.0,,,,,,,,18.9096,-98.43,167.0,333.0,1,,Baja,,,0.0,0,0,0,,,
421,,Arcelia Dulce María Raya,,,,53,Femenino,,,,,,,,1.95,65.8,29.3,171,,91.0,,,,,,,,19.1235,-98.2982,232.0,333.0,0,,Alta,,,1.0,0,1,1,,,
422,,Aldonza Pedroza Avilés,,,,28,Femenino,,,,,,,,1.61,49.4,28.5,164,,88.0,,,,,,,,19.8185,-97.3592,214.0,243.0,0,,Media,,,1.0,0,1,1,,,
423,,Martha Jaqueline Gracia,,,,37,Femenino,,,,,,,,1.83,92.1,26.7,110,,100.0,,,,,,,,19.1235,-98.2982,139.0,133.0,1,,Baja,,,0.0,0,1,1,,,
424,,Angélica Jaqueline Garrido,,,,41,Femenino,,,,,,,,1.84,66.1,37.2,130,,89.0,,,,,,,,19.0396,-98.0412,245.0,331.0,0,,Alta,,,1.0,0,1,1,,,
425,,Jaime Camacho Meza,,,,72,Femenino,,,,,,,,1.69,114.3,21.7,110,,83.0,,,,,,,,19.2839,-98.4372,125.0,146.0,1,,Alta,,,1.0,0,0,1,,,
426,,Darío Alfonso Llamas Rodríquez,,,,59,Femenino,,,,,,,,1.56,55.7,39.4,107,,98.0,,,,,,,,19.0886,-98.2587,183.0,329.0,1,,Alta,,,0.0,1,1,1,,,
427,,Modesto Mateo Adame Bétancourt,,,,36,Masculino,,,,,,,,1.78,47.5,34.6,106,,69.0,,,,,,,,18.4623,-97.3927,178.0,140.0,1,,Alta,,,1.0,0,0,1,,,
428,,Gonzalo Galván Cornejo,,,,27,Femenino,,,,,,,,1.87,51.8,19.6,105,,56.0,,,,,,,,19.0414,-98.2063,81.0,184.0,1,,Alta,,,1.0,1,1,0,,,
429,,Rebeca Suárez,,,,55,Femenino,,,,,,,,1.83,57.9,36.7,135,,85.0,,,,,,,,19.0601,-98.3072,198.0,161.0,1,,Baja,,,1.0,1,1,1,,,
430,,Beatriz Fabiola Granados,,,,20,Masculino,,,,,,,,1.65,83.6,26.8,117,,78.0,,,,,,,,18.9096,-98.43,191.0,249.0,0,,Media,,,1.0,1,0,0,,,
431,,Sr. Alvaro Griego,,,,60,Masculino,,,,,,,,1.75,66.3,21.3,149,,101.0,,,,,,,,20.2741,-97.9546,203.0,148.0,0,,Media,,,1.0,1,0,1,,,
432,,Sandra Rosalia Reyna,,,,59,Femenino,,,,,,,,1.5,81.9,25.0,118,,109.0,,,,,,,,18.6015,-98.4635,174.0,261.0,1,,Alta,,,1.0,0,0,1,,,
433,,César Pablo Zambrano,,,,76,Masculino,,,,,,,,1.65,108.3,27.6,105,,68.0,,,,,,,,19.8185,-97.3592,171.0,156.0,1,,Media,,,1.0,0,1,1,,,
434,,Aida Serrato,,,,49,Femenino,,,,,,,,1.5,102.6,36.4,182,,89.0,,,,,,,,19.2839,-98.4372,141.0,247.0,0,,Media,,,0.0,0,0,0,,,
435,,Srita. Yolanda Colón,,,,52,Femenino,,,,,,,,1.79,73.7,40.6,153,,58.0,,,,,,,,19.2839,-98.4372,230.0,179.0,1,,Baja,,,1.0,1,0,1,,,
436,,Lic. Abel Morales,,,,39,Femenino,,,,,,,,1.88,70.8,36.2,169,,118.0,,,,,,,,19.0396,-98.0412,94.0,279.0,0,,Media,,,1.0,0,0,0,,,
437,,Salvador Peña,,,,89,Masculino,,,,,,,,1.73,47.5,39.1,187,,70.0,,,,,,,,19.0414,-98.2063,180.0,128.0,0,,Media,,,0.0,0,0,0,,,
438,,Benito Ramón Muro Barreto,,,,58,Masculino,,,,,,,,1.58,49.2,25.5,152,,104.0,,,,,,,,19.0396,-98.0412,104.0,230.0,0,,Media,,,1.0,0,0,1,,,
439,,Natividad Sarabia,,,,68,Femenino,,,,,,,,1.62,52.3,19.5,188,,60.0,,,,,,,,20.2741,-97.9546,152.0,192.0,1,,Baja,,,0.0,0,1,0,,,
440,,Nelly Almonte,,,,65,Femenino,,,,,,,,1.61,46.5,23.9,134,,85.0,,,,,,,,19.2839,-98.4372,239.0,134.0,0,,Alta,,,1.0,1,0,0,,,
441,,María Eugenia Amanda Ontiveros,,,,78,Femenino,,,,,,,,1.8,81.6,24.4,162,,115.0,,,,,,,,19.1235,-98.2982,177.0,251.0,1,,Media,,,0.0,0,0,1,,,
442,,Esmeralda Alemán Munguía,,,,46,Femenino,,,,,,,,1.58,61.1,26.1,153,,93.0,,,,,,,,19.0396,-98.0412,240.0,248.0,0,,Baja,,,0.0,1,0,1,,,
443,,Jorge Luis Gerardo Cano,,,,58,Femenino,,,,,,,,1.78,104.7,35.2,118,,67.0,,,,,,,,20.1772,-98.0536,93.0,279.0,0,,Media,,,0.0,1,0,1,,,
444,,Dra. Carla Armendáriz,,,,58,Femenino,,,,,,,,1.78,82.4,25.5,145,,108.0,,,,,,,,19.8185,-97.3592,208.0,289.0,0,,Alta,,,0.0,0,1,1,,,
445,,Natividad Mireles del Río,,,,79,Femenino,,,,,,,,1.83,101.0,38.5,171,,110.0,,,,,,,,19.2839,-98.4372,227.0,256.0,1,,Alta,,,1.0,0,0,1,,,
446,,Victoria María Luisa Echeverría Cervántez,,,,75,Femenino,,,,,,,,1.52,62.9,33.2,130,,107.0,,,,,,,,20.2741,-97.9546,86.0,340.0,0,,Baja,,,0.0,1,0,1,,,
447,,Maximiliano Alfonso Lozada,,,,23,Masculino,,,,,,,,1.85,64.4,31.4,129,,110.0,,,,,,,,19.0414,-98.2063,194.0,238.0,0,,Media,,,1.0,1,1,1,,,
448,,Alonso Feliciano,,,,90,Masculino,,,,,,,,1.65,112.5,41.1,172,,117.0,,,,,,,,18.4623,-97.3927,80.0,338.0,1,,Baja,,,1.0,1,0,0,,,
449,,Jacobo Marín Serrato,,,,66,Masculino,,,,,,,,1.61,105.5,23.7,140,,119.0,,,,,,,,19.1235,-98.2982,105.0,334.0,1,,Alta,,,0.0,0,1,1,,,
450,,Natividad María José Hernandes,,,,69,Masculino,,,,,,,,1.8,85.0,20.6,144,,82.0,,,,,,,,19.9329,-97.962,106.0,175.0,0,,Baja,,,0.0,0,0,1,,,
451,,Eugenio Lira Munguía,,,,34,Femenino,,,,,,,,1.75,117.5,34.4,159,,90.0,,,,,,,,18.6015,-98.4635,191.0,228.0,1,,Media,,,0.0,0,0,1,,,
452,,Jesús Laboy Castellanos,,,,26,Masculino,,,,,,,,1.92,67.6,25.4,122,,101.0,,,,,,,,19.0601,-98.3072,168.0,261.0,1,,Alta,,,1.0,0,0,0,,,
453,,Luisa Pabón Quiñónez,,,,50,Femenino,,,,,,,,1.87,76.0,40.0,116,,95.0,,,,,,,,19.0886,-98.2587,111.0,340.0,0,,Media,,,1.0,0,1,0,,,
454,,Ilse Cristina Salgado,,,,74,Masculino,,,,,,,,1.77,78.3,30.2,110,,100.0,,,,,,,,18.6015,-98.4635,136.0,298.0,0,,Alta,,,0.0,0,1,1,,,
455,,Ivonne Minerva Jaramillo Borrego,,,,20,Femenino,,,,,,,,1.68,115.5,25.5,115,,65.0,,,,,,,,19.1235,-98.2982,148.0,280.0,1,,Baja,,,1.0,1,1,0,,,
456,,Angélica Lucía Zarate,,,,37,Femenino,,,,,,,,1.89,115.9,37.8,112,,91.0,,,,,,,,20.2741,-97.9546,221.0,295.0,1,,Alta,,,1.0,0,0,0,,,
