ID_Paciente,CURP,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo,Estatura_m,Peso_kg,IMC,Presion_Sistolica,Presion_Diastolica,Glucosa,Colesterol,Frecuencia_Cardiaca,Diabetes,Hipertension,Fumador,Actividad_Fisica,Antecedente_Familiar,Municipio,Region,Latitud,Longitud
4329,,Laura María Elena Rivero Nieto,,,,73,Masculino,1.73,80.4,35.4,151,,110.0,128.0,93.0,1.0,1.0,1,Baja,,,,18.4623,-97.3927
4330,,Miguel Cedillo,,,,85,Femenino,1.52,90.5,35.8,153,,161.0,312.0,103.0,0.0,0.0,1,Media,,,,19.9329,-97.962
4331,,Ana Elvira Concepción,,,,67,Masculino,1.69,87.7,23.0,149,,186.0,174.0,105.0,0.0,1.0,0,Media,,,,19.0601,-98.3072
4332,,Ignacio José Manuél Avilés,,,,35,Masculino,1.52,52.2,25.5,110,,221.0,216.0,64.0,0.0,1.0,0,Alta,,,,19.8185,-97.3592
4333,,María Elena Olvera Prieto,,,,64,Femenino,1.78,115.4,35.9,120,,149.0,341.0,61.0,1.0,0.0,1,Alta,,,,19.0414,-98.2063
4334,,Timoteo Ignacio Mota,,,,24,Masculino,1.65,54.5,24.5,116,,196.0,340.0,105.0,0.0,1.0,0,Media,,,,19.8185,-97.3592
4335,,Nelly Romero,,,,20,Femenino,1.85,69.6,32.4,182,,231.0,266.0,86.0,0.0,0.0,1,Media,,,,19.0414,-98.2063
4336,,Octavio Barreto Mora,,,,61,Masculino,1.9,118.3,32.5,132,,139.0,269.0,107.0,0.0,0.0,1,Baja,,,,19.9329,-97.962
4337,,Dalia Marín Santillán,,,,29,Masculino,1.68,111.5,19.4,174,,80.0,212.0,67.0,0.0,1.0,0,Media,,,,19.0396,-98.0412
4338,,Abraham Bruno Concepción Valenzuela,,,,53,Masculino,1.6,100.3,30.6,161,,212.0,277.0,115.0,1.0,1.0,0,Baja,,,,20.1772,-98.0536
4339,,Sr. Alberto Saucedo,,,,28,Femenino,1.88,108.6,34.6,128,,132.0,174.0,71.0,0.0,1.0,1,Alta,,,,19.0601,-98.3072
4340,,Ramiro Nieto,,,,90,Femenino,1.62,96.5,36.5,160,,105.0,320.0,117.0,1.0,0.0,0,Alta,,,,19.0414,-98.2063
4341,,Mateo Páez Mesa,,,,64,Femenino,1.65,57.3,20.3,160,,236.0,224.0,95.0,1.0,1.0,0,Alta,,,,19.2839,-98.4372
4342,,Ing. Inés Mena,,,,71,Masculino,1.54,109.5,28.3,92,,236.0,227.0,77.0,1.0,0.0,1,Baja,,,,19.0886,-98.2587
4343,,Ing. Amador Sierra,,,,84,Masculino,1.57,86.9,35.3,166,,121.0,223.0,120.0,0.0,0.0,1,Baja,,,,19.1235,-98.2982
4344,,Sra. Luz Saavedra,,,,64,Masculino,1.55,80.1,22.1,170,,111.0,347.0,110.0,0.0,0.0,0,Alta,,,,20.1772,-98.0536
4345,,Micaela Alta  Gracia Ulibarri,,,,49,Femenino,1.49,50.1,23.3,157,,102.0,147.0,96.0,0.0,1.0,1,Media,,,,19.0414,-98.2063
4346,,Lic. Andrea Corrales,,,,33,Masculino,1.84,59.9,23.1,121,,192.0,124.0,62.0,1.0,1.0,1,Alta,,,,18.6015,-98.4635
4347,,Hermelinda Soledad Quiñónez,,,,73,Femenino,1.74,48.8,19.4,106,,94.0,330.0,59.0,0.0,1.0,0,Alta,,,,19.0886,-98.2587
4348,,Dr. David Estrada,,,,30,Masculino,1.8,46.7,20.8,167,,188.0,280.0,119.0,1.0,1.0,1,Baja,,,,20.1772,-98.0536
4349,,Víctor Juan Carlos Leal,,,,33,Masculino,1.47,80.1,19.4,110,,157.0,305.0,64.0,0.0,0.0,1,Alta,,,,20.2741,-97.9546
4350,,Dulce María Amalia Armendáriz,,,,27,Femenino,1.51,65.7,28.5,121,,72.0,262.0,67.0,0.0,1.0,0,Baja,,,,19.0414,-98.2063
4351,,Sr. Daniel Esquivel,,,,35,Femenino,1.93,62.1,30.0,138,,207.0,300.0,70.0,0.0,1.0,0,Alta,,,,19.0396,-98.0412
4352,,Ofelia Dalia Perales,,,,89,Masculino,1.82,118.5,37.6,133,,86.0,272.0,114.0,0.0,1.0,0,Media,,,,19.8185,-97.3592
4353,,Marco Antonio Roberto Vanegas Herrera,,,,65,Masculino,1.55,99.8,22.6,187,,244.0,178.0,94.0,1.0,1.0,0,Media,,,,20.1772,-98.0536
4354,,Abel Barraza,,,,68,Femenino,1.46,80.3,34.1,94,,231.0,281.0,97.0,0.0,0.0,1,Media,,,,18.4623,-97.3927
4355,,Alfonso Guillermo Rosas Barraza,,,,77,Femenino,1.47,103.4,39.8,150,,180.0,229.0,114.0,0.0,1.0,1,Alta,,,,19.2839,-98.4372
4356,,Miguel Ángel de Jesús,,,,22,Femenino,1.92,99.1,23.6,116,,159.0,300.0,104.0,0.0,0.0,1,Baja,,,,19.0414,-98.2063
4357,,Berta Angélica Rico Monroy,,,,69,Masculino,1.93,77.9,19.5,144,,70.0,274.0,95.0,0.0,0.0,1,Media,,,,19.0886,-98.2587
4358,,Dra. María Eugenia Holguín,,,,32,Femenino,1.75,102.9,36.3,128,,130.0,198.0,88.0,1.0,0.0,0,Media,,,,20.2741,-97.9546
4359,,Lic. Nayeli Menéndez,,,,64,Masculino,1.74,112.6,20.6,164,,203.0,298.0,84.0,0.0,0.0,1,Alta,,,,20.1772,-98.0536
4360,,Mitzy Cortés Villalpando,,,,40,Femenino,1.51,60.4,28.9,149,,243.0,240.0,79.0,1.0,0.0,0,Alta,,,,18.4623,-97.3927
4361,,Trinidad Leiva,,,,83,Femenino,1.73,106.4,29.3,98,,208.0,325.0,114.0,1.0,1.0,1,Media,,,,19.2839,-98.4372
4362,,Srita. Elena Alonzo,,,,26,Masculino,1.62,74.6,38.5,167,,71.0,284.0,78.0,0.0,0.0,0,Baja,,,,18.6015,-98.4635
4363,,María Teresa Estela Méndez,,,,20,Femenino,1.46,86.9,40.5,156,,76.0,265.0,78.0,1.0,0.0,0,Alta,,,,18.6015,-98.4635
4364,,Frida Samaniego,,,,21,Femenino,1.74,115.9,22.2,104,,76.0,268.0,89.0,1.0,0.0,1,Media,,,,18.9096,-98.43
4365,,Ana Paulina Macías,,,,76,Masculino,1.59,118.7,25.9,94,,73.0,265.0,83.0,1.0,1.0,1,Media,,,,19.0396,-98.0412
4366,,Sr. Diego Vaca,,,,22,Femenino,1.62,54.0,19.1,157,,151.0,215.0,81.0,0.0,0.0,1,Baja,,,,19.9329,-97.962
4367,,Francisco Guzmán,,,,68,Femenino,1.86,85.3,20.4,96,,191.0,175.0,58.0,0.0,1.0,1,Baja,,,,20.2741,-97.9546
4368,,Cecilia Asunción Torres Santiago,,,,30,Masculino,1.63,80.4,39.8,94,,97.0,156.0,73.0,1.0,0.0,0,Baja,,,,18.6015,-98.4635
4369,,Lilia Pabón Perea,,,,83,Femenino,1.68,108.7,35.5,176,,96.0,238.0,119.0,1.0,0.0,0,Alta,,,,20.2741,-97.9546
4370,,Dra. Frida Bonilla,,,,74,Femenino,1.95,110.7,37.3,190,,184.0,251.0,88.0,1.0,0.0,1,Alta,,,,19.0414,-98.2063
4371,,Emiliano Rosales,,,,30,Femenino,1.69,98.9,41.9,155,,90.0,170.0,97.0,1.0,1.0,0,Baja,,,,20.2741,-97.9546
4372,,Jacobo Andrés Pulido,,,,72,Femenino,1.49,97.7,30.6,154,,91.0,249.0,120.0,0.0,1.0,1,Media,,,,18.6015,-98.4635
4373,,Lucía Cecilia Pedroza,,,,65,Femenino,1.93,103.8,26.3,178,,185.0,134.0,88.0,0.0,1.0,1,Media,,,,19.0414,-98.2063
4374,,Alicia Hilda Nevárez Casanova,,,,54,Femenino,1.67,68.5,19.5,129,,140.0,173.0,97.0,1.0,0.0,0,Media,,,,19.9329,-97.962
4375,,Dr. Omar Salazar,,,,51,Femenino,1.55,117.1,38.2,152,,70.0,268.0,119.0,1.0,1.0,1,Alta,,,,19.9329,-97.962
4376,,Patricia Dolores Palomino,,,,70,Femenino,1.91,64.7,18.1,127,,183.0,179.0,70.0,1.0,0.0,1,Baja,,,,19.2839,-98.4372
4377,,Elsa Fabiola Guerrero,,,,72,Masculino,1.72,98.5,23.3,168,,243.0,319.0,118.0,1.0,1.0,0,Alta,,,,19.0414,-98.2063
4378,,Srita. Ilse Crespo,,,,74,Masculino,1.68,58.5,19.9,123,,120.0,213.0,70.0,1.0,1.0,0,Media,,,,19.2839,-98.4372
4379,,Dra. Paulina Ocampo,,,,21,Femenino,1.87,92.7,28.2,157,,174.0,186.0,110.0,0.0,0.0,0,Alta,,,,19.2839,-98.4372
4380,,Bruno Benito Borrego,,,,30,Masculino,1.49,57.0,24.4,117,,183.0,331.0,112.0,0.0,0.0,1,Media,,,,18.4623,-97.3927
4381,,Eduardo Toledo Porras,,,,40,Femenino,1.93,95.9,28.4,167,,184.0,261.0,93.0,0.0,0.0,1,Baja,,,,18.4623,-97.3927
4382,,Arcelia Victoria Coronado Ávalos,,,,28,Masculino,1.84,58.2,30.6,121,,166.0,269.0,85.0,1.0,0.0,1,Media,,,,19.0886,-98.2587
4383,,Modesto Díaz Apodaca,,,,83,Masculino,1.52,66.6,23.2,188,,89.0,284.0,101.0,1.0,0.0,1,Media,,,,19.8185,-97.3592
4384,,Humberto José Emilio Munguía Vázquez,,,,46,Femenino,1.83,65.3,25.1,150,,141.0,243.0,79.0,0.0,0.0,1,Alta,,,,20.1772,-98.0536
4385,,Alfredo Emilio Marín,,,,75,Femenino,1.64,81.5,34.5,150,,186.0,160.0,60.0,1.0,1.0,0,Media,,,,18.4623,-97.3927
4386,,Asunción Arellano Verduzco,,,,56,Femenino,1.74,68.3,40.7,129,,235.0,167.0,79.0,1.0,0.0,0,Media,,,,19.0414,-98.2063
4387,,Alfredo Víctor Abrego,,,,67,Femenino,1.47,73.7,41.8,182,,139.0,301.0,115.0,1.0,1.0,1,Media,,,,18.4623,-97.3927
4388,,Enrique Ornelas,,,,25,Femenino,1.72,87.6,21.4,161,,139.0,166.0,115.0,0.0,0.0,0,Alta,,,,19.8185,-97.3592
4389,,Barbara Estela Villaseñor Lovato,,,,32,Femenino,1.89,96.2,31.8,179,,225.0,207.0,101.0,0.0,1.0,0,Media,,,,19.0601,-98.3072
4390,,Lic. Anel Linares,,,,34,Masculino,1.56,76.7,38.2,157,,71.0,253.0,89.0,1.0,1.0,0,Media,,,,19.1235,-98.2982
4391,,Antonio Miguel Zelaya Hurtado,,,,53,Femenino,1.73,72.9,18.7,120,,88.0,250.0,105.0,1.0,0.0,1,Alta,,,,19.0396,-98.0412
4392,,Porfirio Bernardo Salgado Zepeda,,,,37,Femenino,1.62,53.4,25.4,98,,133.0,222.0,98.0,0.0,0.0,0,Baja,,,,19.1235,-98.2982
4393,,Horacio Aparicio,,,,41,Femenino,1.5,53.6,19.7,97,,72.0,298.0,101.0,0.0,1.0,0,Media,,,,19.0396,-98.0412
4394,,Ilse Sonia Curiel,,,,80,Femenino,1.82,95.4,23.8,93,,162.0,139.0,118.0,1.0,1.0,1,Alta,,,,19.0396,-98.0412
4395,,Margarita Isabel Saucedo Malave,,,,30,Femenino,1.77,112.7,37.1,125,,237.0,348.0,62.0,1.0,1.0,0,Media,,,,19.0396,-98.0412
4396,,Lic. Luis Miguel Gollum,,,,47,Masculino,1.59,112.9,27.2,118,,194.0,289.0,82.0,0.0,1.0,0,Baja,,,,19.0601,-98.3072
4397,,Ing. Fernando Guajardo,,,,81,Masculino,1.47,92.5,24.9,107,,178.0,160.0,116.0,1.0,1.0,1,Media,,,,19.2839,-98.4372
4398,,Catalina Virginia Correa Arce,,,,47,Masculino,1.86,113.0,28.7,107,,238.0,158.0,103.0,0.0,1.0,1,Media,,,,18.6015,-98.4635
4399,,Ángel Sergio Carvajal,,,,48,Masculino,1.75,108.7,37.2,169,,199.0,328.0,65.0,0.0,1.0,1,Media,,,,19.1235,-98.2982
4400,,Carlos Mateo Castro Córdova,,,,48,Femenino,1.72,64.6,21.9,167,,164.0,246.0,120.0,1.0,1.0,1,Baja,,,,19.1235,-98.2982
4401,,Horacio Joaquín Maya,,,,23,Masculino,1.6,65.5,28.6,168,,174.0,179.0,102.0,0.0,0.0,1,Media,,,,19.0601,-98.3072
4402,,Srita. Yolanda Rosario,,,,79,Masculino,1.94,71.5,31.5,152,,179.0,157.0,75.0,0.0,1.0,1,Alta,,,,18.6015,-98.4635
4403,,Leticia Blanca Urías,,,,77,Masculino,1.66,109.5,20.2,153,,157.0,258.0,80.0,0.0,0.0,1,Alta,,,,19.2839,-98.4372
4404,,Dra. Wendolin Fuentes,,,,64,Femenino,1.77,72.1,27.1,178,,227.0,310.0,100.0,0.0,0.0,0,Alta,,,,18.4623,-97.3927
4405,,Socorro Alma Narváez Cortez,,,,89,Masculino,1.6,102.2,23.6,119,,127.0,322.0,105.0,0.0,1.0,1,Alta,,,,20.1772,-98.0536
4406,,Dalia Inés Barraza,,,,27,Masculino,1.94,47.4,19.9,183,,91.0,186.0,84.0,1.0,1.0,0,Baja,,,,19.2839,-98.4372
4407,,Alejandro Hernádez Ordóñez,,,,78,Masculino,1.76,81.0,33.1,159,,102.0,164.0,60.0,0.0,0.0,0,Alta,,,,19.1235,-98.2982
4408,,Pablo Miguel Otero Mejía,,,,72,Femenino,1.62,87.7,37.3,159,,174.0,258.0,120.0,0.0,1.0,0,Baja,,,,19.8185,-97.3592
4409,,Carla Helena Pichardo Mascareñas,,,,30,Masculino,1.63,115.0,40.5,92,,228.0,152.0,94.0,0.0,1.0,1,Baja,,,,19.2839,-98.4372
4410,,Srita. Abril de Anda,,,,36,Femenino,1.84,107.8,35.9,167,,198.0,194.0,79.0,1.0,1.0,1,Baja,,,,20.2741,-97.9546
4411,,Lic. Bernabé Ruiz,,,,45,Masculino,1.95,70.4,40.8,120,,246.0,273.0,64.0,0.0,0.0,1,Baja,,,,18.4623,-97.3927
4412,,Carolina Arias Cintrón,,,,69,Femenino,1.74,56.4,37.7,179,,241.0,318.0,107.0,1.0,0.0,0,Media,,,,19.0396,-98.0412
4413,,Porfirio Zayas,,,,26,Masculino,1.73,59.2,18.1,90,,186.0,192.0,78.0,1.0,1.0,1,Baja,,,,18.6015,-98.4635
4414,,Eugenia Débora Dueñas Perales,,,,45,Femenino,1.82,110.5,20.8,169,,132.0,237.0,57.0,1.0,1.0,0,Alta,,,,19.0601,-98.3072
4415,,Abraham Muro Montalvo,,,,40,Masculino,1.48,84.9,21.0,120,,177.0,308.0,59.0,0.0,1.0,1,Baja,,,,19.0886,-98.2587
4416,,Dra. Ilse Acevedo,,,,32,Masculino,1.77,115.4,18.1,102,,95.0,212.0,108.0,0.0,0.0,1,Baja,,,,19.0601,-98.3072
4417,,Óliver Pascual Ferrer,,,,24,Femenino,1.75,60.1,38.0,176,,187.0,339.0,106.0,1.0,1.0,0,Alta,,,,20.1772,-98.0536
4418,,Diego Mercado,,,,55,Masculino,1.46,95.9,25.8,107,,168.0,174.0,85.0,1.0,0.0,1,Media,,,,18.6015,-98.4635
4419,,Esther Tamez,,,,68,Masculino,1.91,82.2,41.4,115,,102.0,178.0,113.0,0.0,0.0,0,Media,,,,18.4623,-97.3927
4420,,Mónica Paulina Estrada,,,,56,Masculino,1.87,57.2,27.6,143,,88.0,122.0,110.0,1.0,1.0,0,Media,,,,19.9329,-97.962
4421,,Amalia María Villareal,,,,60,Femenino,1.73,83.5,30.7,137,,136.0,259.0,106.0,0.0,1.0,1,Alta,,,,19.1235,-98.2982
4422,,Florencia Tijerina,,,,33,Masculino,1.94,61.1,37.8,108,,152.0,265.0,71.0,1.0,0.0,1,Baja,,,,19.2839,-98.4372
4423,,Amanda Eva Mercado Almanza,,,,38,Masculino,1.93,92.7,39.8,119,,144.0,331.0,71.0,0.0,1.0,1,Alta,,,,19.0601,-98.3072
4424,,Patricia Rosario Barajas,,,,38,Masculino,1.53,92.4,37.7,90,,167.0,212.0,98.0,0.0,1.0,0,Baja,,,,18.4623,-97.3927
4425,,Liliana María del Carmen Vázquez Godoy,,,,35,Femenino,1.58,90.4,22.1,123,,147.0,180.0,58.0,1.0,1.0,0,Alta,,,,20.2741,-97.9546
4426,,Paulina Garica Rascón,,,,75,Masculino,1.81,116.4,34.0,188,,170.0,158.0,115.0,1.0,1.0,0,Media,,,,18.6015,-98.4635
4427,,Ing. Alfonso Girón,,,,74,Masculino,1.67,56.8,41.0,108,,195.0,191.0,103.0,0.0,0.0,0,Media,,,,19.8185,-97.3592
4428,,Dra. Karla Jaimes,,,,25,Masculino,1.64,68.5,38.2,160,,191.0,160.0,113.0,0.0,1.0,0,Media,,,,19.1235,-98.2982
4429,,Raúl Girón Arevalo,,,,57,Femenino,1.91,63.5,41.9,147,,212.0,291.0,60.0,1.0,0.0,1,Baja,,,,19.0396,-98.0412
4430,,Mauricio Griego,,,,40,Masculino,1.7,50.0,34.2,120,,103.0,244.0,77.0,0.0,0.0,1,Alta,,,,19.2839,-98.4372
4431,,Abigail Lucía Arreola,,,,27,Femenino,1.55,47.9,37.1,150,,166.0,154.0,113.0,1.0,1.0,1,Baja,,,,18.9096,-98.43
4432,,Hernán René Treviño,,,,26,Femenino,1.48,85.7,35.3,149,,74.0,264.0,66.0,0.0,1.0,1,Alta,,,,19.0396,-98.0412
4433,,Aida Martha Malave,,,,63,Femenino,1.59,85.1,38.0,133,,179.0,122.0,117.0,1.0,0.0,1,Alta,,,,19.8185,-97.3592
4434,,Sra. Marisol Vera,,,,89,Masculino,1.62,49.7,39.4,145,,185.0,219.0,103.0,1.0,1.0,0,Baja,,,,20.1772,-98.0536
4435,,Renato Urías,,,,36,Femenino,1.63,67.8,39.9,130,,134.0,342.0,80.0,0.0,1.0,0,Baja,,,,19.1235,-98.2982
4436,,Sr. Genaro Ordóñez,,,,50,Femenino,1.55,92.8,29.8,146,,205.0,325.0,62.0,0.0,0.0,1,Media,,,,20.2741,-97.9546
4437,,Zoé Méndez,,,,63,Femenino,1.47,61.1,23.0,141,,241.0,181.0,69.0,0.0,0.0,1,Baja,,,,18.6015,-98.4635
4438,,Ricardo Felipe Alcaraz Portillo,,,,70,Masculino,1.65,62.8,41.5,90,,196.0,172.0,62.0,0.0,1.0,1,Media,,,,19.9329,-97.962
4439,,Jesús Germán Rosado,,,,88,Masculino,1.47,77.4,38.0,120,,181.0,143.0,111.0,0.0,1.0,0,Media,,,,18.6015,-98.4635
4440,,Bruno Ceballos Holguín,,,,62,Masculino,1.85,48.3,31.9,184,,219.0,136.0,79.0,1.0,0.0,0,Alta,,,,19.8185,-97.3592
4441,,Humberto Gonzalo Pelayo Cuellar,,,,76,Masculino,1.77,70.9,21.3,143,,114.0,287.0,96.0,0.0,0.0,0,Alta,,,,19.0886,-98.2587
4442,,Delia Citlali Nájera,,,,25,Masculino,1.57,61.4,23.6,145,,76.0,218.0,84.0,1.0,0.0,0,Alta,,,,19.8185,-97.3592
4443,,Hugo Jacinto Torres,,,,45,Masculino,1.86,65.8,25.7,138,,144.0,171.0,77.0,1.0,1.0,1,Alta,,,,19.0601,-98.3072
4444,,Sandra Barrientos,,,,85,Masculino,1.76,118.2,41.4,141,,219.0,197.0,108.0,1.0,0.0,1,Baja,,,,20.1772,-98.0536
4445,,Elias Cornelio Acosta,,,,66,Femenino,1.72,100.0,36.0,149,,236.0,197.0,117.0,0.0,1.0,0,Media,,,,18.6015,-98.4635
4446,,Antonio Jimínez,,,,32,Masculino,1.65,48.9,27.4,134,,85.0,232.0,74.0,0.0,0.0,1,Alta,,,,19.9329,-97.962
4447,,Claudio Mauricio Miranda Casas,,,,64,Femenino,1.67,104.7,36.6,132,,74.0,128.0,57.0,0.0,0.0,1,Baja,,,,19.0601,-98.3072
4448,,Nadia Rivero,,,,59,Femenino,1.74,75.9,27.7,174,,91.0,127.0,105.0,0.0,0.0,1,Media,,,,20.1772,-98.0536
4449,,Blanca Rosales,,,,28,Masculino,1.91,106.0,37.0,137,,178.0,137.0,72.0,0.0,1.0,1,Media,,,,19.2839,-98.4372
4450,,Dra. Antonia Moya,,,,57,Femenino,1.77,85.5,29.7,126,,220.0,218.0,99.0,0.0,1.0,1,Baja,,,,19.1235,-98.2982
4451,,José Ernesto Oquendo,,,,54,Femenino,1.51,52.6,31.2,119,,245.0,206.0,59.0,0.0,1.0,1,Baja,,,,19.9329,-97.962
4452,,Ricardo Henríquez,,,,37,Masculino,1.83,92.3,41.5,113,,80.0,276.0,99.0,1.0,0.0,0,Baja,,,,20.2741,-97.9546
4453,,Wilfrido Briseño Barajas,,,,46,Masculino,1.9,70.3,25.2,189,,246.0,176.0,87.0,0.0,1.0,0,Baja,,,,19.8185,-97.3592
4454,,Diego Jorge Cruz Solorio,,,,36,Masculino,1.87,115.1,31.1,165,,130.0,289.0,98.0,1.0,1.0,1,Alta,,,,19.0601,-98.3072
4455,,Dalia Roque,,,,30,Masculino,1.47,73.4,29.6,136,,149.0,343.0,112.0,1.0,1.0,1,Baja,,,,19.0414,-98.2063
4456,,Alicia Molina Ordóñez,,,,49,Femenino,1.71,84.1,39.7,129,,112.0,182.0,90.0,1.0,1.0,0,Baja,,,,19.0886,-98.2587
4457,,Aurora Micaela Padrón,,,,45,Masculino,1.45,45.3,31.7,90,,144.0,232.0,65.0,0.0,0.0,0,Alta,,,,18.9096,-98.43
4458,,Emilio Espinal,,,,41,Masculino,1.51,49.2,31.5,186,,206.0,145.0,117.0,1.0,1.0,1,Baja,,,,19.0601,-98.3072
4459,,Ing. Patricia Barrera,,,,42,Masculino,1.77,91.9,31.0,101,,176.0,318.0,59.0,1.0,1.0,0,Baja,,,,20.1772,-98.0536
4460,,Oswaldo Valdés,,,,24,Femenino,1.64,72.1,30.1,152,,88.0,158.0,57.0,0.0,1.0,0,Baja,,,,20.2741,-97.9546
4461,,Julia Guillermina Negrete Farías,,,,55,Masculino,1.79,68.8,28.5,96,,108.0,324.0,118.0,1.0,0.0,1,Alta,,,,19.9329,-97.962
4462,,Alfonso Regalado Escobedo,,,,62,Femenino,1.7,110.2,34.8,116,,93.0,293.0,109.0,0.0,1.0,1,Media,,,,18.6015,-98.4635
4463,,Salvador Mota Alfaro,,,,43,Masculino,1.65,92.2,34.2,96,,145.0,126.0,90.0,0.0,0.0,1,Baja,,,,20.2741,-97.9546
4464,,Silvia Mireles Pelayo,,,,72,Masculino,1.8,86.4,29.1,104,,165.0,257.0,61.0,1.0,1.0,1,Media,,,,19.9329,-97.962
4465,,Jacobo Rivas Briones,,,,71,Femenino,1.72,94.0,39.4,135,,191.0,291.0,98.0,1.0,1.0,0,Alta,,,,18.4623,-97.3927
4466,,Bernardo Teodoro Soliz Valentín,,,,60,Masculino,1.62,115.7,41.4,149,,197.0,218.0,84.0,0.0,1.0,0,Media,,,,20.2741,-97.9546
4467,,Silvano Daniel Rojas,,,,48,Masculino,1.71,106.1,34.7,110,,100.0,317.0,64.0,1.0,1.0,1,Baja,,,,19.0886,-98.2587
4468,,Nelly Nelly Molina Casares,,,,75,Masculino,1.5,112.0,20.3,117,,91.0,295.0,79.0,0.0,0.0,0,Baja,,,,19.0414,-98.2063
4469,,Sra. Sandra Mateo,,,,27,Femenino,1.81,63.7,31.9,181,,242.0,207.0,120.0,0.0,1.0,0,Baja,,,,20.1772,-98.0536
4470,,Jacinto Terán,,,,70,Masculino,1.89,79.9,22.2,169,,168.0,226.0,79.0,1.0,0.0,1,Alta,,,,18.9096,-98.43
4471,,Francisca Alta  Gracia Carbajal,,,,64,Femenino,1.71,102.8,30.4,186,,79.0,328.0,97.0,0.0,0.0,1,Baja,,,,18.9096,-98.43
4472,,Isaac Chapa Holguín,,,,72,Masculino,1.95,115.0,27.5,127,,147.0,297.0,100.0,0.0,1.0,0,Alta,,,,19.0414,-98.2063
4473,,Cecilia Eugenia Molina,,,,74,Femenino,1.79,91.5,29.4,129,,116.0,337.0,111.0,1.0,1.0,1,Media,,,,19.2839,-98.4372
4474,,Ángela Mónica Narváez,,,,64,Masculino,1.86,93.5,31.6,190,,196.0,275.0,90.0,1.0,1.0,0,Baja,,,,19.0396,-98.0412
4475,,Pablo Iván Macías,,,,73,Femenino,1.86,99.3,28.7,163,,113.0,328.0,75.0,0.0,1.0,0,Baja,,,,19.1235,-98.2982
4476,,Alejandra Aldonza Linares,,,,55,Masculino,1.95,117.8,41.4,107,,78.0,168.0,64.0,0.0,1.0,1,Baja,,,,18.4623,-97.3927
4477,,Cristina Cabán Chapa,,,,24,Masculino,1.86,54.1,23.9,96,,241.0,158.0,93.0,1.0,1.0,1,Alta,,,,19.0414,-98.2063
4478,,Raquel Zamudio,,,,53,Masculino,1.68,107.8,22.9,162,,200.0,164.0,92.0,1.0,1.0,0,Baja,,,,19.0886,-98.2587
4479,,José Eduardo Claudio Cadena,,,,42,Femenino,1.59,116.7,36.1,169,,88.0,136.0,83.0,0.0,0.0,0,Media,,,,19.8185,-97.3592
4480,,Ing. Jaime Castañeda,,,,69,Femenino,1.46,90.3,34.7,167,,70.0,173.0,114.0,0.0,1.0,1,Alta,,,,19.9329,-97.962
4481,,Samuel Fidel Verduzco Berríos,,,,27,Femenino,1.64,78.2,24.1,184,,236.0,251.0,105.0,0.0,1.0,0,Media,,,,18.6015,-98.4635
4482,,Alvaro Lebrón,,,,66,Femenino,1.65,65.6,20.1,114,,92.0,144.0,82.0,1.0,0.0,0,Baja,,,,19.9329,-97.962
4483,,Sr. Roberto Vélez,,,,57,Femenino,1.94,110.9,21.9,118,,122.0,150.0,69.0,1.0,1.0,0,Media,,,,18.9096,-98.43
4484,,Frida Urías,,,,38,Masculino,1.71,106.0,18.1,180,,180.0,194.0,92.0,0.0,1.0,0,Media,,,,19.0601,-98.3072
4485,,Sr. Lorenzo Arevalo,,,,25,Masculino,1.94,115.0,32.9,155,,229.0,242.0,116.0,1.0,0.0,1,Baja,,,,20.1772,-98.0536
4486,,Lic. Bernabé Merino,,,,82,Femenino,1.88,76.9,26.6,179,,88.0,147.0,75.0,1.0,0.0,0,Baja,,,,19.1235,-98.2982
4487,,Sr. Darío Barrientos,,,,50,Masculino,1.5,83.0,37.2,94,,84.0,197.0,105.0,1.0,1.0,1,Media,,,,18.6015,-98.4635
4488,,Sergio Abelardo Carbajal,,,,78,Masculino,1.74,112.3,23.1,103,,91.0,322.0,115.0,0.0,1.0,1,Baja,,,,19.9329,-97.962
4489,,Amalia María Eugenia Muro Palomino,,,,75,Femenino,1.63,94.8,22.2,157,,167.0,137.0,103.0,0.0,1.0,0,Media,,,,20.2741,-97.9546
4490,,Barbara Jaime,,,,83,Masculino,1.85,103.0,40.4,96,,125.0,233.0,69.0,1.0,1.0,1,Alta,,,,18.4623,-97.3927
4491,,Silvano Rolando Gutiérrez Bonilla,,,,22,Femenino,1.71,77.3,23.3,186,,187.0,159.0,109.0,0.0,1.0,0,Baja,,,,19.2839,-98.4372
4492,,Claudia Escalante Varela,,,,31,Femenino,1.71,100.2,18.2,154,,141.0,336.0,93.0,1.0,1.0,0,Media,,,,19.2839,-98.4372
4493,,Adán Modesto Gamez,,,,80,Masculino,1.93,115.9,24.5,150,,97.0,123.0,119.0,1.0,0.0,0,Baja,,,,19.1235,-98.2982
4494,,Enrique Pedro Griego Pantoja,,,,83,Masculino,1.9,82.6,26.6,183,,245.0,157.0,119.0,1.0,0.0,1,Baja,,,,20.2741,-97.9546
4495,,Ramiro Laboy Velázquez,,,,54,Masculino,1.69,98.4,19.9,105,,87.0,200.0,72.0,1.0,1.0,0,Baja,,,,19.0396,-98.0412
4496,,Oswaldo Trujillo,,,,60,Femenino,1.6,108.4,32.6,174,,118.0,209.0,82.0,0.0,1.0,0,Alta,,,,19.1235,-98.2982
