ID_Paciente,UUID,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo,CURP,RFC,Estado,Región_Socioeconómica,Municipio,Afiliación_Salud,Tipo_Sangre,Estatura_cm,Peso_kg,IMC,Presion_Sistolica_mmHg,Presion_Diastolica_mmHg,Frecuencia_Cardiaca_lpm,Temperatura_C,CIE10_Diagnostico,Diagnostico_Principal,Especialidad_Destino,Fecha_Ultima_Consulta,Costo_Consulta_MXN
PUE-005154,15B42A88,Manuel Rafael,Vázquez,Martínez,1967-07-16,58,Masculino,VUMM670716HPLÁRNA4,VUMM670716Z58,Puebla,Región III: Ciudad Serdán,Aljojuca,IMSS,B+,176.4,81.8,26.3,115,82,88,38.0,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-12-27,7
PUE-005155,0F6D519A,Rosa,Rodríguez,Martínez,1998-05-20,28,Femenino,ROMR980520MPLDRSA1,ROMR980520B21,Puebla,Región IV: San Pedro Cholula,San Andrés Cholula,IMSS,O+,153.6,58.4,24.8,114,76,99,37.4,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-03-11,13
PUE-005156,074638CE,Patricia Rosa,López,Cruz,1953-08-24,72,Femenino,LECP530824MPLÓRTA5,LECP530824241,Puebla,Región V: Puebla,Amozoc,ISSSTEP,O+,156.6,46.5,19.0,124,85,85,36.5,N39.0,Infección de Vías Urinarias,Medicina General,2025-12-15,37
PUE-005157,6855AC82,José Juan,Gutiérrez,Reyes,1970-02-16,56,Masculino,GURJ700216HPLTYSA1,GURJ700216H17,Puebla,Región IV: San Pedro Cholula,Calpan,IMSS,O+,176.9,50.7,16.2,125,70,100,37.9,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-05-05,1
PUE-005158,3E6AD82F,Rafael Francisco,Morales,López,1998-12-21,27,Masculino,MOLR981221HPLRÓFA3,MOLR981221734,Puebla,Región I: Huauchinango,Xicotepec,IMSS,A+,163.6,74.5,27.8,115,73,95,37.7,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-02-26,36
PUE-005159,85D963A4,José Ricardo,Ramírez,Morales,1969-05-03,57,Masculino,RAMJ690503HPLMRSA9,RAMJ690503274,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,No derechohabiente,O+,163.3,77.7,29.1,110,77,72,36.2,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-02-22,826
PUE-005160,4F7DB42E,Juan Pedro,Martínez,Pérez,1985-03-25,41,Masculino,MAPJ850325HPLRÉNA3,MAPJ850325768,Puebla,Región VII: Tehuacán,Tecamachalco,IMSS,O+,160.2,81.6,31.8,121,75,99,37.6,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-10-28,0
PUE-005161,B126A012,Carmen Sofia,Hernández,Torres,1981-10-27,44,Femenino,HETC811027MPLRRRA5,HETC811027J48,Puebla,Región V: Puebla,Ocoyucan,IMSS,A+,157.6,60.1,24.2,110,79,100,39.0,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-11-07,26
PUE-005162,92549EC1,Luisa Luisa,Rodríguez,Gómez,1982-01-18,44,Femenino,ROGL820118MPLDÓSA9,ROGL820118876,Puebla,Región II: Teziutlán,Tlatlauquitepec,IMSS,O+,167.7,48.7,17.3,144,89,81,36.7,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-11-05,5
PUE-005163,86FDC662,Gabriela Sofia,Pérez,Reyes,1988-10-01,37,Femenino,PERG881001MPLÉYBA9,PERG881001F16,Puebla,Región II: Teziutlán,Cuetzalan del Progreso,IMSS,O+,137.0,48.7,25.9,118,72,104,37.7,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-04-22,10
PUE-005164,B9F50A3C,Ricardo,Ramírez,García,1999-04-30,27,Masculino,RAGR990430HPLMRCA5,RAGR990430E59,Puebla,Región II: Teziutlán,Cuetzalan del Progreso,IMSS-Bienestar,O+,169.1,65.7,23.0,151,92,72,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-12-16,15
PUE-005165,7A0E9930,Francisco José,Jiménez,Rodríguez,1959-04-10,67,Masculino,JIRF590410HPLMDRA2,JIRF590410F99,Puebla,Región V: Puebla,Puebla,ISSSTEP,O+,170.6,98.7,33.9,125,84,70,36.7,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2026-01-09,20
PUE-005166,9AFBAF08,Ana,García,Jiménez,1957-06-16,69,Femenino,GAJA570616MPLRMNA8,GAJA570616198,Puebla,Región VII: Tehuacán,Yehualtepec,ISSSTEP,O+,171.8,73.3,24.8,115,85,65,36.1,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-02-19,19
PUE-005167,C6CDEFF3,Jesús,Sánchez,Hernández,2016-05-08,10,Masculino,SEHJ160508HPLÁRSA9,SEHJ160508O51,Puebla,Región V: Puebla,Amozoc,IMSS,O+,92.5,26.6,31.1,120,71,65,36.3,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-03-10,6
PUE-005168,C6D93FDE,Verónica Teresa,Pérez,Cruz,1990-12-01,35,Femenino,PECV901201MPLÉRRA0,PECV901201D88,Puebla,Región VI: Izúcar de Matamoros,Huaquechula,ISSSTE,O+,158.7,64.9,25.8,124,72,71,36.8,N39.0,Infección de Vías Urinarias,Medicina General,2025-11-19,23
PUE-005169,483AAFA6,Miguel,González,Morales,1981-01-03,45,Masculino,GOMM810103HPLNRGA7,GOMM810103E97,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,IMSS-Bienestar,O+,167.4,77.3,27.6,120,84,73,36.8,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-08-19,40
PUE-005170,C3E49405,Jorge José,Ramírez,Vázquez,2004-07-19,21,Masculino,RAVJ040719HPLMÁRA9,RAVJ040719524,Puebla,Región VI: Izúcar de Matamoros,Atlixco,IMSS,O+,173.5,61.4,20.4,116,81,78,36.4,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2025-11-22,38
PUE-005171,E825C1F5,Jesús,Gutiérrez,Cruz,1975-06-28,51,Masculino,GUCJ750628HPLTRSA9,GUCJ750628Z52,Puebla,Región V: Puebla,Santa Clara Ocoyucan,ISSSTE,AB+,177.9,74.3,23.5,123,82,74,36.5,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-12-08,1
PUE-005172,3CD07489,Pedro,Díaz,Gutiérrez,1992-07-05,33,Masculino,DAGP920705HPLÍTDA4,DAGP920705N31,Puebla,Región II: Teziutlán,Chignautla,IMSS,O+,171.8,89.2,30.2,114,70,67,36.6,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2025-11-08,2
PUE-005173,DA74EF73,Miguel Carlos,Díaz,Hernández,1987-09-15,38,Masculino,DAHM870915HPLÍRGA9,DAHM870915A83,Puebla,Región III: Ciudad Serdán,Esperanza,Particular,O+,173.1,67.4,22.5,113,81,66,36.3,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-11-30,696
PUE-005174,15AFAF98,Elena,Rodríguez,Díaz,1965-08-12,60,Femenino,RODE650812MPLDÍLA2,RODE650812U51,Puebla,Región II: Teziutlán,Tlatlauquitepec,Particular,O+,147.7,69.5,31.9,113,71,87,38.1,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-26,518
PUE-005175,55D0A186,Elena Leticia,Díaz,Reyes,1951-07-27,74,Femenino,DARE510727MPLÍYLA4,DARE510727841,Puebla,Región VII: Tehuacán,Tecamachalco,IMSS,O+,153.2,62.5,26.6,117,77,65,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-06-02,21
PUE-005176,16ABE2D3,Juana Ana,Gómez,Reyes,1960-02-22,66,Femenino,GERJ600222MPLÓYNA5,GERJ600222577,Puebla,Región II: Teziutlán,Xiutetelco,ISSSTE,A+,163.4,87.0,32.6,113,84,87,39.0,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-07-17,31
PUE-005177,2EAFF7F5,Leticia,Sánchez,López,1963-06-16,63,Femenino,SELL630616MPLÁÓTA3,SELL630616O80,Puebla,Región I: Huauchinango,Tlacuilotepec,IMSS,O+,153.9,69.1,29.2,120,73,85,36.2,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-12-04,12
PUE-005178,00F87A51,Carmen María,Gutiérrez,Vázquez,1956-03-08,70,Femenino,GUVC560308MPLTÁRA7,GUVC560308Q58,Puebla,Región III: Ciudad Serdán,Aljojuca,IMSS,O+,159.4,56.5,22.2,125,84,72,36.6,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-02-10,31
PUE-005179,41DC2272,Manuel,Flores,Cruz,2008-12-14,17,Masculino,FOCM081214HPLLRNA0,FOCM081214I33,Puebla,Región IV: San Pedro Cholula,San Martín Texmelucan,IMSS-Bienestar,O+,159.6,49.8,19.6,110,79,99,37.5,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-05-02,17
PUE-005180,4E3C9419,Teresa,García,Torres,1991-01-17,35,Femenino,GATT910117MPLRRRA6,GATT910117S28,Puebla,Región VI: Izúcar de Matamoros,Chietla,IMSS,A+,158.6,57.9,23.0,112,72,77,36.7,Z00.0,Sano (Control de Rutina),Medicina General,2026-06-02,30
PUE-005181,E498FADF,Elena,Jiménez,Cruz,1996-03-08,30,Femenino,JICE960308MPLMRLA4,JICE960308656,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,IMSS,O+,159.1,46.9,18.5,117,84,81,36.8,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2025-11-02,34
PUE-005182,F81C5021,Carmen Carmen,López,Sánchez,1967-03-28,59,Femenino,LESC670328MPLÓÁRA3,LESC670328P38,Puebla,Región I: Huauchinango,Tlacuilotepec,IMSS-Bienestar,O+,159.0,80.8,32.0,119,78,85,36.8,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2025-07-20,40
PUE-005183,9BC1602A,Juan Miguel,Hernández,Flores,1995-10-11,30,Masculino,HEFJ951011HPLRLNA2,HEFJ951011220,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,IMSS,O+,168.5,73.4,25.9,123,85,84,36.1,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-07-24,25
PUE-005184,E03999F3,Fernando Rafael,Ramírez,Vázquez,1987-09-13,38,Masculino,RAVF870913HPLMÁRA0,RAVF870913T48,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,ISSSTE,O+,171.2,78.3,26.7,110,70,102,37.7,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-10-16,25
PUE-005185,095B58B7,Juana,Sánchez,López,1953-08-05,72,Femenino,SELJ530805MPLÁÓNA4,SELJ530805V85,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,IMSS,B+,146.7,56.4,26.2,120,85,87,37.7,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-12-13,29
PUE-005186,47B914B0,José Javier,Castro,Hernández,1980-02-06,46,Masculino,CAHJ800206HPLSRSA5,CAHJ800206O22,Puebla,Región III: Ciudad Serdán,Tlachichuca,Particular,O+,164.1,75.5,28.0,110,78,68,36.2,N39.0,Infección de Vías Urinarias,Medicina General,2026-01-16,501
PUE-005187,FE13FF81,Gabriela Juana,Jiménez,López,1988-03-19,38,Femenino,JILG880319MPLMÓBA6,JILG880319317,Puebla,Región V: Puebla,Ocoyucan,IMSS-Bienestar,O+,157.4,76.7,31.0,160,100,74,36.4,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-02-10,29
PUE-005188,57A2E858,Gabriela Verónica,Torres,Sánchez,1964-11-10,61,Femenino,TOSG641110MPLRÁBA9,TOSG641110260,Puebla,Región II: Teziutlán,Zacapoaxtla,IMSS,A+,154.3,60.7,25.5,118,70,101,37.8,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-23,36
PUE-005189,7D79B0EF,Margarita,Sánchez,Ramírez,1974-09-08,51,Femenino,SERM740908MPLÁMRA5,SERM740908B56,Puebla,Región VI: Izúcar de Matamoros,Atlixco,ISSSTEP,O+,155.0,55.7,23.2,124,74,81,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-08-20,28
PUE-005190,EFD46001,Carlos,García,Martínez,1960-12-14,65,Masculino,GAMC601214HPLRRRA6,GAMC601214I61,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,ISSSTEP,O+,165.6,61.8,22.5,124,75,68,36.6,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-08-10,11
PUE-005191,FD953C33,Jesús Pedro,Sánchez,Ramírez,1984-10-14,41,Masculino,SERJ841014HPLÁMSA3,SERJ841014428,Puebla,Región V: Puebla,Ocoyucan,IMSS,O+,176.8,53.4,17.1,114,81,72,36.8,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2026-05-03,25
PUE-005192,E957513B,Leticia Rosa,Jiménez,García,2006-10-25,19,Femenino,JIGL061025MPLMRTA1,JIGL061025Q34,Puebla,Región VII: Tehuacán,Ajalpan,IMSS-Bienestar,O+,155.7,52.5,21.7,156,104,85,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-11-05,31
PUE-005193,5181B789,Rafael,Reyes,Morales,1994-12-08,31,Masculino,REMR941208HPLYRFA5,REMR941208T49,Puebla,Región VI: Izúcar de Matamoros,Chiautla,IMSS,O+,163.4,79.1,29.6,122,74,79,36.2,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-03-22,28
PUE-005194,1BFB3DEC,Miguel Francisco,Ramírez,Flores,1952-08-07,73,Masculino,RAFM520807HPLMLGA8,RAFM520807P71,Puebla,Región V: Puebla,Amozoc,ISSSTE,O+,166.8,72.0,25.9,165,104,67,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-06-02,16
PUE-005195,694006B4,Rosa Leticia,Sánchez,López,1956-03-25,70,Femenino,SELR560325MPLÁÓSA3,SELR560325P14,Puebla,Región II: Teziutlán,Cuetzalan del Progreso,IMSS,O-,154.5,53.4,22.4,154,98,68,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-05-16,4
PUE-005196,F13F7CB1,Carlos José,Gutiérrez,Ramírez,1956-03-16,70,Masculino,GURC560316HPLTMRA2,GURC560316L54,Puebla,Región VI: Izúcar de Matamoros,Atlixco,Particular,A+,171.9,71.5,24.2,125,82,84,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-04-25,865
PUE-005197,D3190B40,Ana Verónica,Cruz,Hernández,1990-04-26,36,Femenino,CUHA900426MPLRRNA1,CUHA900426X23,Puebla,Región VII: Tehuacán,Coxcatlán,No derechohabiente,A+,149.8,63.2,28.2,125,72,100,37.7,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-04-11,795
PUE-005198,5D8AEC21,Patricia Margarita,González,Jiménez,1987-02-18,39,Femenino,GOJP870218MPLNMTA2,GOJP870218S50,Puebla,Región II: Teziutlán,Zacapoaxtla,ISSSTEP,O+,159.9,57.9,22.6,117,76,80,36.7,N39.0,Infección de Vías Urinarias,Medicina General,2026-02-14,38
PUE-005199,ABA3C49C,Sofia Ana,Gutiérrez,Flores,1975-09-18,50,Femenino,GUFS750918MPLTLFA1,GUFS750918G40,Puebla,Región III: Ciudad Serdán,Esperanza,ISSSTE,O+,163.4,68.2,25.5,122,84,87,38.4,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-11-23,7
PUE-005200,233C28D5,Francisco,López,Sánchez,1964-08-17,61,Masculino,LESF640817HPLÓÁRA7,LESF640817X46,Puebla,Región IV: San Pedro Cholula,Huejotzingo,ISSSTE,O+,164.8,81.8,30.1,117,71,82,36.3,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-03-31,36
PUE-005201,3655F5DC,Rafael Alejandro,Morales,Rodríguez,2004-12-22,21,Masculino,MORR041222HPLRDFA2,MORR041222775,Puebla,Región III: Ciudad Serdán,Chalchicomula de Sesma,No derechohabiente,O+,177.8,75.8,24.0,124,83,68,36.4,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2025-10-26,803
PUE-005202,66D5F294,Javier,Díaz,López,1994-08-23,31,Masculino,DALJ940823HPLÍÓVA4,DALJ940823C70,Puebla,Región IV: San Pedro Cholula,San Martín Texmelucan,IMSS-Bienestar,O-,170.5,64.2,22.1,110,71,103,38.4,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-03-07,13
PUE-005203,4EA52D7F,Verónica Gabriela,Morales,Hernández,1975-12-22,50,Femenino,MOHV751222MPLRRRA2,MOHV751222G57,Puebla,Región III: Ciudad Serdán,Chalchicomula de Sesma,IMSS-Bienestar,O+,164.4,63.4,23.5,110,85,97,37.6,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-02-07,15
PUE-005204,2F54011E,Rafael,Díaz,Gómez,1990-10-01,35,Masculino,DAGR901001HPLÍÓFA7,DAGR901001594,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,IMSS,O+,172.1,75.2,25.4,120,76,77,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-06-09,6
PUE-005205,C4BF6DD7,Rafael Juan,Cruz,Pérez,1992-04-01,34,Masculino,CUPR920401HPLRÉFA5,CUPR920401F42,Puebla,Región III: Ciudad Serdán,Aljojuca,Particular,O+,162.6,74.4,28.1,122,77,80,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-01-27,502
PUE-005206,A859AD2A,Alejandro Ricardo,Vázquez,López,1964-03-21,62,Masculino,VULA640321HPLÁÓLA6,VULA640321R41,Puebla,Región III: Ciudad Serdán,Esperanza,IMSS-Bienestar,A+,161.0,84.3,32.5,118,77,84,36.2,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-05-24,33
PUE-005207,CE2A54D3,Luisa,Cruz,Pérez,1951-03-24,75,Femenino,CUPL510324MPLRÉSA3,CUPL510324E43,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,Particular,O+,155.5,71.8,29.7,157,103,83,36.6,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-06-17,659
PUE-005208,D69D0184,Ricardo José,Pérez,Jiménez,1998-03-12,28,Masculino,PEJR980312HPLÉMCA3,PEJR980312B21,Puebla,Región III: Ciudad Serdán,Esperanza,ISSSTEP,O+,171.4,68.6,23.4,112,79,70,36.6,N39.0,Infección de Vías Urinarias,Medicina General,2026-03-04,15
PUE-005209,D217DC0D,Ana Ana,Rodríguez,Gómez,1992-12-26,33,Femenino,ROGA921226MPLDÓNA7,ROGA921226189,Puebla,Región VII: Tehuacán,Yehualtepec,IMSS,O+,157.6,75.8,30.5,116,77,65,36.4,N39.0,Infección de Vías Urinarias,Medicina General,2025-10-04,36
PUE-005210,DDE3D92B,Ana,Díaz,Reyes,1933-09-11,92,Femenino,DARA330911MPLÍYNA5,DARA330911A60,Puebla,Región V: Puebla,Amozoc,No derechohabiente,O+,159.1,73.1,28.9,111,82,97,38.3,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-08-07,638
PUE-005211,640184B5,Rafael Carlos,Martínez,Sánchez,2000-05-26,26,Masculino,MASR000526HPLRÁFA8,MASR000526233,Puebla,Región II: Teziutlán,Cuetzalan del Progreso,No derechohabiente,O+,174.7,81.0,26.5,122,79,79,36.5,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2026-02-03,808
PUE-005212,1C290160,Patricia,Jiménez,Rodríguez,1972-09-21,53,Femenino,JIRP720921MPLMDTA5,JIRP720921F26,Puebla,Región I: Huauchinango,Juan Galindo,IMSS,O-,160.2,76.0,29.6,123,71,73,36.4,J45,Asma Bronquial,Neumología / Pediatría,2026-03-07,23
PUE-005213,D036CCE9,Jorge,Rodríguez,Gómez,1982-12-06,43,Masculino,ROGJ821206HPLDÓRA1,ROGJ821206S70,Puebla,Región III: Ciudad Serdán,Aljojuca,IMSS,O+,161.0,68.1,26.3,124,72,70,36.5,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-03-08,15
PUE-005214,415F2408,Guadalupe María,Díaz,Martínez,2019-07-31,6,Femenino,DAMG190731MPLÍRDA6,DAMG190731D79,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,IMSS,B+,95.5,39.9,43.7,125,81,80,36.7,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-11-29,37
PUE-005215,391BD99A,Luisa Gabriela,López,Ramírez,1975-01-20,51,Femenino,LERL750120MPLÓMSA5,LERL750120258,Puebla,Región I: Huauchinango,Tlacuilotepec,IMSS-Bienestar,O+,160.4,55.4,21.5,124,78,75,36.8,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2025-07-21,33
PUE-005216,8AC67332,Francisco Fernando,Martínez,Ramírez,1988-03-24,38,Masculino,MARF880324HPLRMRA6,MARF880324O95,Puebla,Región IV: San Pedro Cholula,Cuautlancingo,IMSS-Bienestar,O+,173.7,81.2,26.9,125,84,95,38.1,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-11-24,0
PUE-005217,8118D1FF,Juan Francisco,Gómez,Sánchez,2026-02-28,0,Masculino,GESJ260228HPLÓÁNA6,GESJ260228X85,Puebla,Región I: Huauchinango,Tlacuilotepec,No derechohabiente,A+,121.2,18.1,12.3,111,79,81,36.8,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-11-03,569
PUE-005218,160FE86F,Luis Luis,Sánchez,Gutiérrez,1973-06-09,53,Masculino,SEGL730609HPLÁTSA1,SEGL730609I70,Puebla,Región VI: Izúcar de Matamoros,Huaquechula,IMSS-Bienestar,O-,162.6,65.3,24.7,140,94,79,36.7,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-05-29,8
PUE-005219,406F996F,Jesús,Martínez,Gómez,2013-02-11,13,Masculino,MAGJ130211HPLRÓSA8,MAGJ130211549,Puebla,Región VI: Izúcar de Matamoros,Tepeojuma,ISSSTE,O+,189.3,82.3,23.0,124,75,100,39.0,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-07-28,24
PUE-005220,0F221CF2,Elena Luisa,Morales,García,1977-05-07,49,Femenino,MOGE770507MPLRRLA2,MOGE770507469,Puebla,Región I: Huauchinango,Tlacuilotepec,IMSS,B-,157.0,88.2,35.8,118,79,85,38.1,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-01-07,32
PUE-005221,3E9916A5,Javier Francisco,Rodríguez,González,1986-06-17,40,Masculino,ROGJ860617HPLDNVA8,ROGJ860617244,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,IMSS,O+,168.8,95.0,33.3,120,80,85,36.2,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2025-11-28,17
PUE-005222,DA3C67F4,Teresa,Pérez,Rodríguez,1946-11-14,79,Femenino,PERT461114MPLÉDRA4,PERT461114N45,Puebla,Región V: Puebla,Santa Clara Ocoyucan,IMSS-Bienestar,O+,156.1,82.1,33.7,116,81,72,36.7,Z00.0,Sano (Control de Rutina),Medicina General,2026-01-03,23
PUE-005223,A9914D71,Luisa Patricia,Reyes,Pérez,1953-09-06,72,Femenino,REPL530906MPLYÉSA5,REPL530906V57,Puebla,Región V: Puebla,Ocoyucan,IMSS-Bienestar,O+,164.6,78.5,29.0,146,101,84,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-11-23,8
PUE-005224,AF1C658F,Francisco Rafael,López,Rodríguez,1984-11-24,41,Masculino,LERF841124HPLÓDRA0,LERF841124J77,Puebla,Región V: Puebla,Santa Clara Ocoyucan,No derechohabiente,O+,171.6,62.1,21.1,121,75,87,37.7,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-04-06,890
PUE-005225,8975E337,Fernando Luis,Ramírez,Cruz,1990-07-01,36,Masculino,RACF900701HPLMRRA7,RACF900701Z32,Puebla,Región VII: Tehuacán,Yehualtepec,IMSS-Bienestar,B+,156.3,69.8,28.6,114,73,75,36.5,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-08-04,13
PUE-005226,180DA81B,Carlos Francisco,Flores,Martínez,2004-03-21,22,Masculino,FOMC040321HPLLRRA7,FOMC040321464,Puebla,Región V: Puebla,Cuautinchán,Particular,O-,164.0,71.9,26.7,110,73,66,36.3,N39.0,Infección de Vías Urinarias,Medicina General,2025-09-24,562
PUE-005227,15B0D67F,Luis,Cruz,Sánchez,1965-08-11,60,Masculino,CUSL650811HPLRÁSA3,CUSL650811E33,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,IMSS,O+,164.2,91.3,33.9,119,70,76,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-05-22,17
PUE-005228,A10B3CDB,Verónica Gabriela,Vázquez,Gómez,1984-02-19,42,Femenino,VUGV840219MPLÁÓRA7,VUGV840219E89,Puebla,Región III: Ciudad Serdán,Aljojuca,Particular,O+,151.7,56.7,24.6,113,84,76,36.6,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2026-04-11,673
PUE-005229,EA3B712F,Francisco,Martínez,García,2006-07-31,19,Masculino,MAGF060731HPLRRRA2,MAGF060731X37,Puebla,Región VII: Tehuacán,Tehuacán,IMSS,O+,167.1,62.2,22.3,116,70,95,37.9,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-01-01,1
PUE-005230,02D6B01E,Rafael Rafael,Pérez,Morales,1977-09-08,48,Masculino,PEMR770908HPLÉRFA5,PEMR770908Y10,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,IMSS,A+,169.7,79.9,27.7,143,95,68,36.3,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-01-29,11
PUE-005231,88C4782E,Alejandro,Hernández,Torres,1993-12-05,32,Masculino,HETA931205HPLRRLA4,HETA931205N36,Puebla,Región IV: San Pedro Cholula,Calpan,IMSS,B+,164.1,71.6,26.6,120,80,73,36.4,N39.0,Infección de Vías Urinarias,Medicina General,2025-07-01,7
PUE-005232,A0D85620,Carmen,Sánchez,Reyes,1976-10-02,49,Femenino,SERC761002MPLÁYRA3,SERC761002W76,Puebla,Región II: Teziutlán,Tlatlauquitepec,IMSS,O+,152.2,59.5,25.7,115,76,65,36.1,N39.0,Infección de Vías Urinarias,Medicina General,2026-05-19,39
PUE-005233,72A82AF9,Jorge Juan,Gómez,Gutiérrez,2007-03-18,19,Masculino,GEGJ070318HPLÓTRA1,GEGJ070318A52,Puebla,Región IV: San Pedro Cholula,Huejotzingo,ISSSTE,O+,178.9,56.5,17.7,157,105,70,36.5,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-18,29
PUE-005234,2A9C0D02,Rafael,Gutiérrez,Reyes,1988-06-13,38,Masculino,GURR880613HPLTYFA6,GURR880613Y65,Puebla,Región IV: San Pedro Cholula,Huejotzingo,IMSS,O+,164.2,82.3,30.5,119,84,103,38.8,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-07-08,37
PUE-005235,F09EFEF8,Jesús,Ramírez,Torres,2025-08-17,0,Masculino,RATJ250817HPLMRSA5,RATJ250817863,Puebla,Región V: Puebla,Cuautinchán,No derechohabiente,O+,127.9,44.7,27.3,122,79,68,36.8,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-08-04,737
